Id;Obra;Bloco;Unidade;Nome;CPF_CNPJ;PercentualParticipacao;Principal;CreatedOn;ModifiedOn;Ativo;CodClienteSap
415;8494;2;14;CLIENTE 415;111.111.116-38;50.00;1;2014-11-24 17:40:04.127;2016-07-06 07:45:08.477;1;99423
416;8494;2;14;CLIENTE 416;111.111.116-39;50.00;0;2014-11-24 17:40:04.127;2016-07-06 07:45:08.477;1;99434
417;8494;2;15;CLIENTE 417;111.111.116-40;100.00;1;2014-11-24 17:40:04.137;2016-07-06 07:45:08.483;1;17885
418;8494;2;16;CLIENTE 418;111.111.116-41;100.00;1;2014-11-24 17:40:04.147;2016-07-06 07:45:08.490;1;98647
419;8494;2;21;CLIENTE 419;111.111.116-42;100.00;1;2014-11-24 17:40:04.157;2016-07-06 07:45:08.497;1;66147
420;8494;2;22;CLIENTE 420;111.111.116-43;100.00;1;2014-11-24 17:40:04.167;2016-07-06 07:45:08.503;1;25513
421;8494;2;23;CLIENTE 421;111.111.116-44;100.00;1;2014-11-24 17:40:04.173;2016-07-06 07:45:08.510;1;97543
422;8494;2;24;CLIENTE 422;111.111.116-45;50.00;1;2014-11-24 17:40:04.183;2016-07-06 07:45:08.520;1;99541
423;8494;2;24;CLIENTE 423;111.111.116-46;50.00;0;2014-11-24 17:40:04.187;2016-07-06 07:45:08.520;1;99554
424;8494;2;25;CLIENTE 424;111.111.116-47;100.00;1;2014-11-24 17:40:04.193;2016-07-06 07:45:08.527;1;20394
425;8494;2;26;CLIENTE 425;111.111.116-48;50.00;0;2014-11-24 17:40:04.200;2016-07-06 07:45:08.533;1;97924
426;8494;2;26;CLIENTE 426;111.111.116-49;50.00;1;2014-11-24 17:40:04.200;2016-07-06 07:45:08.533;1;97929
427;8494;2;31;CLIENTE 427;111.111.116-50;100.00;1;2014-11-24 17:40:04.210;2016-07-06 07:45:08.540;1;97420
428;8494;2;32;CLIENTE 428;111.111.116-51;100.00;1;2014-11-24 17:40:04.220;2016-07-06 07:45:08.547;1;18859
429;8494;2;33;CLIENTE 429;111.111.116-52;100.00;1;2014-11-24 17:40:04.230;2016-07-06 07:45:08.553;1;111650
430;8494;2;34;CLIENTE 430;111.111.116-53;100.00;1;2014-11-24 17:40:04.237;2016-07-06 07:45:08.560;1;111975
431;8494;2;35;CLIENTE 431;111.111.116-54;100.00;1;2014-11-24 17:40:04.247;2016-07-06 07:45:08.567;1;116247
432;8494;2;36;CLIENTE 432;111.111.116-55;100.00;1;2014-11-24 17:40:04.253;2016-07-06 07:45:08.573;1;111857
433;8494;2;41;CLIENTE 433;111.111.116-56;100.00;1;2014-11-24 17:40:04.263;2016-07-06 07:45:08.580;1;112262
434;8494;2;42;CLIENTE 434;111.111.116-57;100.00;1;2014-11-24 17:40:04.273;2016-07-06 07:45:08.590;1;63418
435;8494;2;43;CLIENTE 435;111.111.116-58;100.00;1;2014-11-24 17:40:04.280;2016-07-06 07:45:08.597;1;113259
436;8494;2;44;CLIENTE 436;111.111.116-59;100.00;1;2014-11-24 17:40:04.290;2016-07-06 07:45:08.600;1;115722
437;8494;2;45;CLIENTE 437;111.111.116-60;100.00;1;2014-11-24 17:40:04.297;2016-07-06 07:45:08.610;1;109324
438;8494;2;46;CLIENTE 438;111.111.116-61;100.00;1;2014-11-24 17:40:04.303;2016-07-06 07:45:08.617;1;21413
439;8494;2;51;CLIENTE 439;111.111.116-62;100.00;1;2014-11-24 17:40:04.313;2016-07-06 07:45:08.623;1;64774
440;8494;2;52;CLIENTE 440;111.111.116-63;100.00;1;2014-11-24 17:40:04.320;2016-07-06 07:45:08.630;1;81652
441;8494;2;53;CLIENTE 441;111.111.116-64;50.00;1;2014-11-24 17:40:04.330;2016-07-06 07:45:08.637;1;113585
442;8494;2;53;CLIENTE 442;111.111.116-65;50.00;0;2014-11-24 17:40:04.330;2016-07-06 07:45:08.637;1;113591
443;8494;2;54;CLIENTE 443;111.111.116-66;100.00;1;2014-11-24 17:40:04.337;2016-07-06 07:45:08.643;1;115778
444;8494;2;55;CLIENTE 444;111.111.116-67;100.00;1;2014-11-24 17:40:04.347;2016-07-06 07:45:08.650;1;71569
445;8494;2;56;CLIENTE 445;111.111.116-68;50.00;1;2014-11-24 17:40:04.353;2016-07-06 07:45:08.657;1;97073
446;8494;2;56;CLIENTE 446;111.111.116-69;50.00;0;2014-11-24 17:40:04.353;2016-07-06 07:45:08.657;1;97074
447;8494;2;61;CLIENTE 447;111.111.116-70;100.00;1;2014-11-24 17:40:04.360;2016-07-06 07:45:08.663;1;25006
448;8494;2;62;CLIENTE 448;111.111.116-71;100.00;1;2014-11-24 17:40:04.367;2016-07-06 07:45:08.670;1;27285
449;8524;1;00N201;CLIENTE 449;111.111.116-72;100.00;1;2014-11-24 17:40:04.373;2014-11-24 17:40:04.373;1;93729
450;8494;2;63;CLIENTE 450;111.111.116-73;50.00;0;2014-11-24 17:40:04.383;2016-07-06 07:45:08.677;1;81599
451;8494;2;63;CLIENTE 451;111.111.116-74;50.00;1;2014-11-24 17:40:04.383;2016-07-06 07:45:08.677;1;81601
452;8524;1;00N202;CLIENTE 452;111.111.116-75;100.00;1;2014-11-24 17:40:04.390;2014-11-24 17:40:04.390;1;93729
453;8494;2;64;CLIENTE 453;111.111.116-76;50.00;0;2014-11-24 17:40:04.400;2016-07-06 07:45:08.683;1;96865
454;8494;2;64;CLIENTE 454;111.111.116-77;50.00;1;2014-11-24 17:40:04.400;2016-07-06 07:45:08.687;1;96886
455;8524;1;00N301;CLIENTE 455;111.111.116-78;100.00;1;2014-11-24 17:40:04.407;2014-11-24 17:40:04.407;1;42842
456;8494;2;65;CLIENTE 456;111.111.116-79;100.00;1;2014-11-24 17:40:04.413;2016-07-06 07:45:08.690;1;7514
457;8524;1;00N302;CLIENTE 457;111.111.116-80;100.00;1;2014-11-24 17:40:04.420;2014-11-24 17:40:04.420;1;42842
458;8494;2;66;CLIENTE 458;111.111.116-81;50.00;1;2014-11-24 17:40:04.430;2016-07-06 07:45:08.700;1;97700
459;8494;2;66;CLIENTE 459;111.111.116-82;50.00;0;2014-11-24 17:40:04.430;2016-07-06 07:45:08.700;1;97813
460;8524;1;00N303;CLIENTE 460;111.111.116-83;100.00;1;2014-11-24 17:40:04.440;2014-11-24 17:40:04.440;1;42842
461;8494;2;71;CLIENTE 461;111.111.116-84;100.00;1;2014-11-24 17:40:04.450;2016-07-06 07:45:08.707;1;41240
462;8524;1;00N304;CLIENTE 462;111.111.116-85;50.00;1;2014-11-24 17:40:04.460;2014-11-24 17:40:04.460;1;95386
463;8524;1;00N304;CLIENTE 463;111.111.116-86;50.00;0;2014-11-24 17:40:04.460;2014-11-24 17:40:04.460;1;95387
464;8494;2;72;CLIENTE 464;111.111.116-87;100.00;1;2014-11-24 17:40:04.470;2016-07-06 07:45:08.713;1;26723
465;8524;1;00N305;CLIENTE 465;111.111.116-88;100.00;1;2014-11-24 17:40:04.480;2014-11-24 17:40:04.480;1;122314
466;8494;2;73;CLIENTE 466;111.111.116-89;100.00;1;2014-11-24 17:40:04.490;2016-07-06 07:45:08.720;1;35374
467;8524;1;00N306;CLIENTE 467;111.111.116-90;41.47;0;2014-11-24 17:40:04.500;2014-11-24 17:40:04.500;1;122327
468;8524;1;00N306;CLIENTE 468;111.111.116-91;58.53;1;2014-11-24 17:40:04.500;2014-11-24 17:40:04.500;1;122314
469;8494;2;74;CLIENTE 469;111.111.116-92;25.00;0;2014-11-24 17:40:04.510;2016-07-06 07:45:08.727;1;98275
470;8494;2;74;CLIENTE 470;111.111.116-93;25.00;0;2014-11-24 17:40:04.510;2016-07-06 07:45:08.727;1;98277
471;8494;2;74;CLIENTE 471;111.111.116-94;50.00;1;2014-11-24 17:40:04.510;2016-07-06 07:45:08.727;1;97965
472;8524;1;00N401;CLIENTE 472;111.111.116-95;100.00;1;2014-11-24 17:40:04.520;2014-11-24 17:40:04.520;1;37008
473;8494;2;75;CLIENTE 473;111.111.116-96;100.00;1;2014-11-24 17:40:04.530;2016-07-06 07:45:08.733;1;66649
474;8524;1;00N402;CLIENTE 474;111.111.116-97;100.00;1;2014-11-24 17:40:04.537;2014-11-24 17:40:04.537;1;144899
475;8494;2;76;CLIENTE 475;111.111.116-98;100.00;1;2014-11-24 17:40:04.547;2016-07-06 07:45:08.740;1;81412
476;8524;1;00N403;CLIENTE 476;111.111.116-99;100.00;1;2014-11-24 17:40:04.557;2014-11-24 17:40:04.557;1;64360
477;8494;3;1;CLIENTE 477;111.111.117-01;50.00;1;2014-11-24 17:40:04.567;2016-07-06 07:45:08.750;1;97028
478;8494;3;1;CLIENTE 478;111.111.117-02;50.00;0;2014-11-24 17:40:04.567;2016-07-06 07:45:08.750;1;97035
479;8524;1;00N404;CLIENTE 479;111.111.117-03;50.00;1;2014-11-24 17:40:04.577;2014-11-24 17:40:04.577;1;82608
480;8524;1;00N404;CLIENTE 480;111.111.117-04;50.00;0;2014-11-24 17:40:04.577;2014-11-24 17:40:04.577;1;82613
481;8494;3;3;CLIENTE 481;111.111.117-05;40.00;1;2014-11-24 17:40:04.587;2016-07-06 07:45:08.757;1;81609
482;8494;3;3;CLIENTE 482;111.111.117-06;30.00;0;2014-11-24 17:40:04.587;2016-07-06 07:45:08.757;1;81612
483;8494;3;3;CLIENTE 483;111.111.117-07;30.00;0;2014-11-24 17:40:04.587;2016-07-06 07:45:08.757;1;81701
484;8524;1;00N405;CLIENTE 484;111.111.117-08;100.00;1;2014-11-24 17:40:04.597;2014-11-24 17:40:04.597;1;36875
485;8494;3;4;CLIENTE 485;111.111.117-09;50.00;0;2014-11-24 17:40:04.603;2016-07-06 07:45:08.763;1;94111
486;8494;3;4;CLIENTE 486;111.111.117-10;50.00;1;2014-11-24 17:40:04.603;2016-07-06 07:45:08.763;1;94115
487;8524;1;00N406;CLIENTE 487;111.111.117-11;100.00;1;2014-11-24 17:40:04.613;2014-11-24 17:40:04.613;1;93729
488;8494;3;6;CLIENTE 488;111.111.117-12;100.00;1;2014-11-24 17:40:04.620;2016-07-06 07:45:08.770;1;81578
489;8524;1;00N501;CLIENTE 489;111.111.117-13;100.00;1;2014-11-24 17:40:04.627;2014-11-24 17:40:04.627;1;109429
490;8494;3;11;CLIENTE 490;111.111.117-14;50.00;0;2014-11-24 17:40:04.633;2016-07-06 07:45:08.777;1;98048
491;8494;3;11;CLIENTE 491;111.111.117-15;50.00;1;2014-11-24 17:40:04.633;2016-07-06 07:45:08.777;1;98049
492;8524;1;00N502;CLIENTE 492;111.111.117-16;100.00;1;2014-11-24 17:40:04.643;2014-11-24 17:40:04.643;1;36334
493;8494;3;12;CLIENTE 493;111.111.117-17;100.00;1;2014-11-24 17:40:04.650;2016-07-06 07:45:08.783;1;5903
494;8524;1;00N503;CLIENTE 494;111.111.117-18;100.00;1;2014-11-24 17:40:04.657;2014-11-24 17:40:04.657;1;34839
495;8494;3;13;CLIENTE 495;111.111.117-19;100.00;1;2014-11-24 17:40:04.663;2016-07-06 07:45:08.790;1;63947
496;8494;3;14;CLIENTE 496;111.111.117-20;50.00;0;2014-11-24 17:40:04.677;2016-07-06 07:45:08.797;1;120010
497;8494;3;14;CLIENTE 497;111.111.117-21;50.00;1;2014-11-24 17:40:04.677;2016-07-06 07:45:08.797;1;120044
498;8494;3;15;CLIENTE 498;111.111.117-22;100.00;1;2014-11-24 17:40:04.690;2016-07-06 07:45:08.803;1;25906
499;8494;3;16;CLIENTE 499;111.111.117-23;100.00;1;2014-11-24 17:40:04.703;2016-07-06 07:45:08.810;1;115984
